1340000,2410893,106
2344500,3503087,218
2383766,2998549,128
2253581,2492509,70
242000,839909,10
2184052,3950714,68
2098500,2281535,28
2917608,4312870,2
839909,2865059,40
1485900,3869868,4
1062017,3660578,48
1677000,2758812,132
1427662,2326645,8
1439045,2841923,212
1924403,4283207,122
47500,1849917,138
136500,1741820,2
52174,3623453,146
1268877,3378184,116
837828,3873437,36
528212,3797453,82
3304931,4020881,10
327037,535657,152
3700658,3950714,28
2496938,2691121,40
47500,1727555,78
887417,1727555,16
2104500,4086446,40
3464500,3699266,14
424500,4283207,124
2184448,2802650,2
3378184,3453947,58
1263910,4416795,10
2446421,3887543,72
2780000,3212929,28
2217500,3803582,18
2867456,3338695,24
402000,3338695,48
136500,3212815,30
176000,2641195,24
1849917,4091396,50
661000,2923662,108
1849917,3746504,70
2980159,3474737,52
1413150,1611642,10
611500,801965,38
638819,2180446,52
715000,1439045,4
887417,4389269,6
2581785,3564017,96
1089000,2980159,52
1776000,2449933,172
267500,3637184,70
3920183,4187051,48
2033541,2035932,20
1612000,2931134,42
1727555,4389269,86
1727555,3619278,182
609500,4086454,112
413500,1905349,50
2449933,3372567,58
1548150,1611642,10
4020881,4269340,38
1611642,3797453,10
913000,1130679,120
1485900,3405960,8
1238119,1317826,36
29000,52174,130
2714621,4269340,10
3368564,3660578,12
910000,1336661,82
3887543,3900654,2
336374,4095071,6
437500,4342068,84
1472000,3320449,2
2317233,2449933,216
1849917,3675094,98
1268877,1552659,24
1089000,3474737,114
2084500,2915045,22
1944842,4269340,60
1655500,2814860,132
120500,1645796,48
3950714,4319675,138
2045500,3821893,106
3772790,4059451,70
1652994,3595752,2
327037,1694269,60
47500,3619278,62
609500,3925454,112
260500,1569478,18
365415,4091396,50
145500,1461560,164
2197178,2496938,50
531650,2581785,100
300732,1238119,20
3404032,3887543,92
4040467,4389269,48
40500,2845949,66
2496938,2617232,228
2617232,2691121,40
611500,3756148,6
2019000,4096796,24
3619278,3797453,68
327037,4020881,10
1268877,3304931,206
3660578,4290441,28
286000,787666,100
3595752,3619278,44
2045500,2496938,142
1171865,1522718,70
531650,1413150,132
192000,702525,24
3514500,3992221,14
2736335,4342068,20
1694500,1993360,48
830119,1968132,38
3041500,4314986,60
4129250,4209011,4
203000,1485900,2
2449000,4241398,30
1814000,3298857,50
2197178,2617232,50
2036229,2595442,70
47500,4091396,50
2405275,3756148,36
1413150,1548150,36
17500,648382,110
146000,2545824,10
1581000,3135025,86
452500,1310299,118
2492509,3920183,16
3031500,3907166,58
1849500,3475392,14
3213329,3372567,148
531650,1611642,10
1238119,1968132,12
1548150,1652994,22
1548150,2581785,8
2033541,2533527,76
29000,3623453,170
1485900,3939967,4
336374,1449189,18
764500,1526394,86
1042500,3124848,4
1685925,3332014,88
535657,3378184,56
905000,3968002,4
3453947,4020881,108
2197178,3821893,30
3355499,3564017,28
887417,3355499,34
3619278,4040467,106
1611642,1652994,10
1824262,3968002,62
766500,2089041,52
551000,1263910,50
2035932,2867456,80
365415,3746504,180
633000,2448983,90
535657,1268877,154
3637184,3942176,62
535657,3304931,196
2802650,4311218,2
47500,365415,86
1171865,3637184,4
1302500,2184448,12
837828,4059451,42
3276707,4209011,40
535657,1694269,122
1413150,3797453,72
3595752,3797453,6
1360000,2070331,100
3276707,4129250,58
1652994,3619278,64
2624500,4407628,4
944500,2286241,52
1449189,4231359,98
1727555,4040467,176
586000,3750414,48
336374,4231359,62
2925000,3626480,158
267500,714963,34
812500,2036229,26
192000,3873437,10
830119,1944842,48
1413150,3564017,260
2035932,3313700,104
1164210,3819699,186
535657,4121137,112
3675094,4091396,22
3746504,4091396,38
1548150,3564017,36
2184448,2917608,28
531650,3564017,138
2714621,4121137,54
1302500,2802650,16
1323500,1436658,12
533000,4129250,8
3925454,4086454,284
1655500,2984821,82
365415,3675094,128
3304931,3378184,48
4314986,4439008,98
528212,3378184,84
3785500,4301790,34
1652994,3797453,272
4209011,4290441,50
1685925,4184242,94
2931134,3943732,48
437500,2736335,38
336374,858388,104
1168500,2248738,2
2446421,3404032,122
1413150,1652994,84
3304931,3453947,44
1268877,4121137,102
905000,1824262,4
327037,3304931,134
1164210,3368564,78
935500,2205245,26
2184052,3968002,4
887417,1413150,2
300732,4231359,82
905000,3950714,48
1694269,3378184,52
2560572,4129250,10
1841000,3395990,134
253500,638819,8
2492509,4187051,66
3992221,4062755,12
2446421,2745291,24
327037,1552659,22
2581785,3619278,44
887417,3675094,12
203000,3939967,92
528212,2581785,88
1268500,1802879,6
531650,1652994,114
1652994,2581785,250
3276707,4290441,50
858388,1449189,16
1798888,2595442,34
1222500,2852905,10
528212,531650,46
714963,1522718,42
3313700,3338695,36
633000,2180625,10
327037,4121137,52
582500,923929,116
3595752,4389269,20
1317826,1968132,52
2281535,3263693,42
830119,1317826,122
1413150,2581785,90
531650,887417,74
535657,4269340,4
47500,4040467,14
1569478,2446421,20
1323500,3133044,94
1913500,3585077,18
3675094,3746504,108
1548150,3797453,14
231000,1961299,28
1622000,2998549,26
260000,1385750,14
531650,1548150,36
528212,3355499,26
935500,2662858,26
1552659,4020881,130
260500,2745291,18
3368564,3819699,98
2788000,3279475,64
17500,2713230,88
1293500,3156880,16
1268877,1694269,78
1005000,2778348,126
1944842,2714621,42
61500,62500,40
528212,1694269,44
767500,4317343,34
1611642,3564017,10
648382,2713230,102
1062017,4290441,14
1238119,4184242,18
2302000,3350556,32
2379170,3750414,68
573000,1723773,50
528212,1652994,74
531650,3355499,32
2035932,3338695,86
1328500,3322934,16
1727555,3595752,26
927000,2328121,4
267500,1522718,14
3729500,4400728,10
2045500,2617232,86
2496938,3821893,84
2731500,4206278,102
1665231,3920183,24
1611642,2581785,4
424500,1924403,94
2867456,3313700,92
3041500,4439008,162
1685925,3383444,4
1287000,4426602,52
327037,1268877,66
830119,1238119,18
533000,699530,74
1069500,1761192,32
242000,1386586,54
1263910,3674529,2
3924000,4355177,6
3355499,4389269,38
1262500,1507178,98
839909,2452749,14
925000,1428778,20
3416000,4071039,68
1317826,1944842,54
3700658,4319675,24
1114344,4319675,60
1552659,3378184,50
2045500,2197178,20
2581785,3797453,254
935500,2044154,34
531650,3797453,106
365415,1849917,98
3322934,3920183,24
839909,1386586,44
1824262,2184052,4
3619278,4389269,50
4121137,4269340,2
2791000,3280330,38
2045500,2691121,10
2035932,2533527,86
1776000,2317233,236
1062017,4209011,14
300732,1968132,40
702525,4059451,44
1665231,3322934,64
1413150,3355499,40
47500,3746504,68
2691121,3821893,40
2641195,3198016,18
905000,2184052,168
1752000,3323982,80
1428778,1825779,22
3332014,3383444,58
47500,3675094,96
887417,4040467,16
1622000,2383766,174
1287000,2883533,4
1552659,3453947,230
2446421,2703176,52
1720000,1743099,66
1123000,3112387,66
1694269,3304931,118
267500,3942176,26
2044154,2326645,54
2184448,3457456,12
1652994,3564017,90
2617232,3821893,80
3276707,3660578,66
3564017,3797453,78
1569478,2703176,88
2253581,4187051,18
1805500,3889052,86
1268877,3453947,66
3304931,4121137,92
758000,1409264,80
